Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2023-04-04,,Breakfast,"Great Northern Beans, Canned, Drained",150.00 g,208.5,0.0,0.0,112.5,547.89,94.62,0.18,0.07,0.21,0.34,0.14,0.0,121.5,0.0,0.0,0.0,1.41,5.25,135.0,0.43,,5.55,94.5,0.95,169.5,841.5,1.95,462.0,2.07,37.64,9.45,9.11,0.35,24.71,0.51,0.52,0.0,0.05,0.23,0.14,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.12,0.16,0.41,0.64,1.16,1.0,0.22,0.79,14.6,0.61,0.17,0.41,0.76,Legumes and Legume Products
2023-04-04,,Breakfast,Olivio Extra Virgin Olive Oil,2.00 tbsp,238.68,0.0,0.0,1.86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,16.25,0.27,0.0,0.08,0.15,0.0,0.0,0.0,0.27,0.0,0.54,0.0,0.0,0.0,,,0.0,0.0,27.0,0.0,19.7,2.84,3.73,0.04,0.21,,,,2.64,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2023-04-04,,Breakfast,"Kale, Cooked from Fresh","1.50 cup, chopped",63.72,0.0,0.0,3.01,17.7,158.98,0.11,0.25,0.81,0.3,0.11,0.0,115.05,257.97,31.51,0.0,2.85,740.73,265.49,0.12,,1.49,44.25,0.96,74.34,254.88,1.59,28.32,0.48,9.38,7.08,6.21,0.85,0.58,2.14,2.14,0.0,0.18,1.17,0.31,0.0,0.66,0.66,0.0,0.0,0.5,0.0,0.5,0.07,0.3,0.31,0.36,0.31,0.05,0.27,5.2,0.23,0.06,0.18,0.28,Vegetables and Vegetable Products
2023-04-04,,Breakfast,"Whole Foods Market, Cauliflower and Romanesco",200.00 g,47.06,,,,,,,,,,,,,882.35,141.18,,,,47.06,,,0.85,,,,,,58.82,,9.41,4.71,,,,2.35,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,4.71,,,,,"Meals, Entrees, and Sidedishes"
2023-04-04,,Breakfast,Sesame Oil,3.00 tsp,120.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.85,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,13.63,0.0,5.41,5.68,1.96,0.0,0.04,0.04,0.0,0.0,5.63,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2023-04-04,,Breakfast,"Eggplant, Cooked","1.00 cup, cubed",34.65,0.0,0.0,12.67,68.51,88.77,0.08,0.02,0.59,0.07,0.09,0.0,13.86,1.81,1.29,0.0,0.41,2.87,5.94,0.06,0.2,0.25,10.89,0.11,14.85,121.77,0.1,0.99,0.12,8.64,2.47,1.86,0.42,0.66,3.17,0.23,0.0,0.02,0.09,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.04,0.01,0.03,0.82,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2023-04-04,,Breakfast,"Vegetable Soup, Plain, Homemade",1.00 cup,97.24,0.0,0.0,22.31,40.52,234.0,0.26,0.1,1.42,0.62,0.29,0.0,53.19,138.93,35.05,0.0,1.01,59.42,57.83,0.16,,1.05,36.0,0.35,78.24,475.07,1.82,190.42,0.55,19.24,4.29,3.22,0.99,8.29,5.14,1.72,0.0,0.34,0.92,0.27,0.01,0.16,0.16,0.0,0.0,0.67,0.0,0.67,0.04,0.07,0.12,0.18,0.17,0.04,0.12,3.12,0.12,0.04,0.08,0.15,"Soups, Sauces, and Gravies"
2023-04-04,,Breakfast,"Now, Psyllium Husk Powder",0.66 Tbsp,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supplements
2023-04-04,,Breakfast,Green mix_Custom_GH,1.00 full recipe,178.88,0.0,0.0,76.14,421.08,0.57,0.03,0.17,1.26,0.13,0.03,0.0,14.97,0.08,0.27,0.0,2.69,0.66,48.92,0.34,,1.83,123.0,1.0,252.38,232.63,1.51,2.81,1.62,5.49,2.48,2.23,0.19,0.12,0.88,15.52,0.0,7.74,4.9,1.92,0.01,0.02,0.02,0.0,0.0,4.85,0.0,4.85,0.09,0.21,0.33,0.63,0.28,0.12,0.47,7.65,0.27,0.11,0.28,0.4,
2023-04-04,,Breakfast,Protein Smoothie_Custom_GH,1.00 full recipe,446.9,0.0,0.0,21.56,438.26,51.8,0.2,0.28,2.08,1.58,0.44,0.15,90.87,18.73,6.58,0.0,1.62,16.17,193.01,0.55,0.41,1.7,109.61,1.08,286.37,693.8,18.5,109.33,2.28,14.1,8.36,5.59,2.79,0.39,2.89,31.94,1.56,9.73,15.93,3.5,0.0,4.42,4.42,0.0,0.0,11.48,0.0,11.47,0.53,0.64,1.46,2.76,2.33,0.56,1.11,30.64,1.46,0.57,0.81,1.51,
2023-04-04,,Breakfast,"Peanut Butter, Unsalted",1.00 tbsp,96.43,0.0,0.0,25.64,71.43,0.2,0.02,0.03,2.11,0.18,0.07,0.0,14.03,0.0,0.0,0.0,1.47,0.05,7.9,0.07,0.11,0.28,27.09,0.27,54.02,89.98,0.66,2.74,0.4,3.6,0.81,0.76,0.0,0.57,1.69,8.28,0.0,4.18,2.02,1.66,0.01,0.0,0.0,0.0,0.0,1.97,0.0,1.97,0.04,0.09,0.1,0.25,0.11,0.04,0.19,3.58,0.08,0.04,0.13,0.13,Fats and Oils
2023-04-05,,Breakfast,Tahini,1.00 tbsp,97.2,0.0,0.0,58.65,244.19,0.09,0.15,0.07,0.87,0.1,0.09,0.0,16.2,0.5,0.0,0.0,0.04,0.25,17.4,0.25,,1.05,53.55,0.24,107.85,61.2,6.97,9.6,0.91,2.13,1.26,1.05,0.21,0.89,0.29,9.36,0.0,3.39,3.96,1.34,0.08,0.04,0.04,0.0,0.0,3.92,0.0,3.92,0.05,0.09,0.13,0.25,0.1,0.11,0.17,2.96,0.14,0.05,0.13,0.16,Fats and Oils
2023-04-05,,Breakfast,Morning Mix 3/23,1.00 full recipe,531.9,0.0,30.0,21.56,438.26,51.8,0.2,0.28,2.08,1.58,0.44,0.15,90.87,18.73,126.58,0.0,1.62,16.17,193.01,0.55,0.41,1.7,109.61,1.08,286.37,793.8,18.5,194.33,2.28,18.1,11.36,5.59,2.79,0.39,2.89,32.94,1.56,9.73,15.93,3.5,0.0,4.42,4.42,0.0,0.0,11.48,0.0,11.47,0.68,0.79,2.09,4.01,2.98,0.61,1.21,42.14,1.81,0.59,0.84,2.14,
2023-04-05,,Breakfast,"Organic Girl, Butter Plus! Leaves",1.00 x 2.0 cups,15.0,,,,,,,,,,,,31.0,70.0,5.0,0.0,,43.0,39.0,,,3.0,,,,202.0,,5.0,,2.0,1.0,,,,1.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,Vegetables and Vegetable Products
2023-04-05,,Breakfast,"Cabbage, Savoy, Cooked","1.00 cup, shredded",34.8,0.0,0.0,5.07,2.58,133.4,0.07,0.03,0.03,0.23,0.22,0.0,66.7,32.99,24.65,0.0,0.22,88.67,43.5,0.08,,0.55,34.8,0.22,47.85,266.79,1.01,34.8,0.33,7.84,4.06,2.09,1.97,0.3,3.45,0.13,0.0,0.01,0.06,0.02,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.13,0.13,0.12,0.03,0.08,2.61,0.09,0.03,0.04,0.11,Vegetables and Vegetable Products
2023-04-05,,Breakfast,"Butterfish, American, Cooked",9.00 oz,477.12,0.0,0.0,0.36,0.0,170.51,0.37,0.49,14.72,2.21,0.88,4.67,43.37,84.2,0.0,3694.51,12.85,5.36,71.44,0.18,,1.63,81.65,0.05,785.85,1227.25,119.41,290.87,2.53,0.0,0.0,0.0,0.0,0.0,0.0,26.23,211.77,11.05,1.93,11.05,0.39,1.39,0.03,1.16,0.16,0.28,0.2,0.08,0.6,1.66,2.61,4.6,5.19,1.67,2.21,56.51,2.48,0.63,1.91,2.91,Finfish and Shellfish Products
2023-04-05,,Breakfast,Olivio Extra Virgin Olive Oil,3.00 tbsp,358.02,0.0,0.0,2.79,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,24.38,0.4,0.0,0.12,0.23,0.0,0.0,0.0,0.4,0.0,0.81,0.0,0.0,0.0,,,0.0,0.0,40.5,0.0,29.55,4.26,5.59,0.06,0.31,,,,3.95,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2023-04-05,,Breakfast,"Broccoli, Cooked From Fresh","1.00 cup, whole pieces",33.95,0.0,0.0,4.27,17.1,86.58,0.06,0.12,0.54,0.6,0.19,0.0,104.77,75.1,62.96,0.0,1.96,136.78,38.8,0.06,0.49,0.65,20.37,0.19,64.99,284.23,1.55,39.77,0.44,6.96,3.2,2.86,0.34,0.0,1.35,0.4,0.0,0.04,0.16,0.08,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.14,0.15,0.04,0.11,2.31,0.09,0.03,0.06,0.13,Vegetables and Vegetable Products
2023-04-05,,Breakfast,"Arugula, Raw",150.00 g,37.5,0.0,0.0,0.9,3.0,137.57,0.07,0.13,0.46,0.66,0.11,0.0,145.5,178.0,22.5,0.0,0.65,162.9,240.0,0.11,,2.19,70.5,0.48,78.0,553.5,0.45,40.5,0.71,5.48,2.4,2.06,0.35,0.0,3.07,0.99,0.0,0.07,0.48,0.13,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.87,,,,,Vegetables and Vegetable Products
2023-04-05,,Breakfast,Green mix_Custom_GH,1.00 full recipe,178.88,0.0,0.0,76.14,421.08,0.57,0.03,0.17,1.26,0.13,0.03,0.0,14.97,0.08,0.27,0.0,2.69,0.66,48.92,0.34,,1.83,123.0,1.0,252.38,232.63,1.51,2.81,1.62,5.49,2.48,2.23,0.19,0.12,0.88,15.52,0.0,7.74,4.9,1.92,0.01,0.02,0.02,0.0,0.0,4.85,0.0,4.85,0.09,0.21,0.33,0.63,0.28,0.12,0.47,7.65,0.27,0.11,0.28,0.4,
2023-04-05,,Breakfast,"Macadamia Nuts, Raw",15.00 each,258.6,0.0,0.0,16.24,101.66,0.71,0.46,0.06,0.96,0.29,0.11,0.0,4.25,0.0,0.46,0.0,0.21,0.0,20.49,0.17,,0.73,41.36,4.37,80.4,144.18,12.6,0.0,0.46,9.31,2.92,2.9,0.02,0.41,1.77,25.1,0.0,19.5,0.5,3.99,0.0,0.07,0.07,0.0,0.0,0.43,0.0,0.43,0.0,0.07,0.12,0.23,0.01,0.01,0.25,3.01,0.14,0.03,0.19,0.14,Nut and Seed Products
2023-04-05,,Breakfast,"Now, Psyllium Husk Powder",0.66 Tbsp,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supplements
2023-04-05,,Breakfast,"Hokto, King Trumpet Mushroom",200.00 g,80.0,,,,,,0.0,0.37,10.4,,,,,0.0,0.0,72.0,,,0.0,,,0.72,,,,580.0,,0.0,,16.0,6.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,4.0,,,,,Vegetables and Vegetable Products
2023-04-05,,Breakfast,Protein Smoothie_Custom_GH,1.00 full recipe,446.9,0.0,0.0,21.56,438.26,51.8,0.2,0.28,2.08,1.58,0.44,0.15,90.87,18.73,6.58,0.0,1.62,16.17,193.01,0.55,0.41,1.7,109.61,1.08,286.37,693.8,18.5,109.33,2.28,14.1,8.36,5.59,2.79,0.39,2.89,31.94,1.56,9.73,15.93,3.5,0.0,4.42,4.42,0.0,0.0,11.48,0.0,11.47,0.53,0.64,1.46,2.76,2.33,0.56,1.11,30.64,1.46,0.57,0.81,1.51,
2023-04-05,,Breakfast,"Vegetable Soup, Plain, Homemade",1.00 cup,97.24,0.0,0.0,22.31,40.52,234.0,0.26,0.1,1.42,0.62,0.29,0.0,53.19,138.93,35.05,0.0,1.01,59.42,57.83,0.16,,1.05,36.0,0.35,78.24,475.07,1.82,190.42,0.55,19.24,4.29,3.22,0.99,8.29,5.14,1.72,0.0,0.34,0.92,0.27,0.01,0.16,0.16,0.0,0.0,0.67,0.0,0.67,0.04,0.07,0.12,0.18,0.17,0.04,0.12,3.12,0.12,0.04,0.08,0.15,"Soups, Sauces, and Gravies"
2023-04-05,,Breakfast,"Lentils, Canned, Drained","1.50 cup, whole pieces",344.51,0.0,0.0,23.76,762.8,206.83,0.5,0.22,3.15,1.89,0.53,0.0,537.56,1.24,4.45,0.0,0.33,5.05,56.43,0.75,,9.89,106.92,1.47,534.59,1095.91,8.32,706.85,3.77,59.78,17.4,16.1,1.31,39.8,1.16,1.13,0.0,0.19,0.52,0.16,0.0,0.11,0.11,0.0,0.0,0.41,0.0,0.41,0.35,0.75,1.16,1.94,1.87,0.23,1.32,26.79,0.96,0.24,0.72,1.33,Legumes and Legume Products
2023-04-05,,Breakfast,"Chicken Breast, Skinless, Cooked",4.00 oz,196.18,0.0,0.0,0.0,0.0,73.44,0.07,0.13,14.09,1.1,0.68,0.39,4.54,10.21,0.0,5.67,0.31,0.34,17.01,0.06,,1.2,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0.0,0.0,0.0,0.0,0.0,0.0,5.11,96.39,1.75,1.11,1.44,0.1,0.11,0.05,0.03,0.01,0.93,0.09,0.84,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74,Poultry Products
2023-04-06,,Breakfast,"Eggplant, Cooked","1.00 cup, cubed",34.65,0.0,0.0,12.67,68.51,88.77,0.08,0.02,0.59,0.07,0.09,0.0,13.86,1.81,1.29,0.0,0.41,2.87,5.94,0.06,0.2,0.25,10.89,0.11,14.85,121.77,0.1,0.99,0.12,8.64,2.47,1.86,0.42,0.66,3.17,0.23,0.0,0.02,0.09,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.04,0.01,0.03,0.82,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2023-04-06,,Breakfast,"Carrots, roasted in blended oil",150.00 g,151.5,,,,,124.35,0.14,0.02,0.27,0.35,0.2,0.0,16.5,1437.69,8.25,0.0,0.78,,34.5,0.03,4.5,0.42,4.5,0.14,21.0,235.5,1.5,34.5,0.14,10.95,0.0,,,0.45,10.2,12.0,0.0,6.15,3.75,1.5,,,,,,,,,,,,,,,,0.9,,,,,Vegetables and Vegetable Products
2023-04-06,,Breakfast,"Organic Girl, Butter Plus! Leaves",1.50 x 2.0 cups,22.5,,,,,,,,,,,,46.5,105.0,7.5,0.0,,64.5,58.5,,,4.5,,,,303.0,,7.5,,3.0,1.5,,,,1.5,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,1.5,,,,,Vegetables and Vegetable Products
2023-04-06,,Breakfast,"Almonds, Raw",1.00 oz,165.56,0.0,0.0,132.96,267.34,1.21,0.05,0.32,1.07,0.13,0.03,0.0,12.47,0.02,0.0,0.0,7.27,0.0,72.01,0.26,,1.06,73.14,0.61,142.6,207.8,1.16,0.0,0.81,5.68,3.06,2.74,0.31,0.2,1.23,14.48,0.0,8.88,3.17,1.07,0.0,0.0,0.0,0.0,0.0,3.17,0.0,3.17,0.06,0.16,0.22,0.42,0.18,0.04,0.34,6.08,0.17,0.06,0.18,0.26,Nut and Seed Products
2023-04-06,,Breakfast,"Green Beans, Cooked from Fresh","1.00 cup, cut pieces",43.75,0.0,0.0,16.87,48.75,111.52,0.09,0.12,0.77,0.09,0.07,0.0,41.25,39.58,12.12,0.0,0.57,59.87,55.0,0.07,0.75,0.81,22.5,0.36,36.25,182.5,0.25,1.25,0.31,9.85,4.0,3.2,0.8,1.45,4.54,0.35,0.0,0.01,0.18,0.08,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.09,0.14,0.11,0.03,0.09,2.36,0.1,0.02,0.05,0.12,Vegetables and Vegetable Products
2023-04-06,,Breakfast,"Wegmans, Blood Oranges",1.00 oz,12.76,,,,,24.37,0.02,0.01,0.12,0.07,0.02,,9.64,3.4,16.75,0.0,0.04,,7.37,0.01,,0.05,3.12,0.01,6.52,47.91,,0.28,0.02,2.76,0.54,,,,2.58,0.12,0.0,0.01,0.01,0.0,0.0,0.0,,,,0.01,,,,,,,,,,0.18,,,,,
2023-04-06,,Breakfast,"Fennel Bulb, Cooked from Fresh",200.00 g,98.0,0.0,0.0,10.6,81.88,167.22,0.03,0.09,1.82,0.73,0.13,0.0,56.0,136.83,24.6,0.0,1.84,198.2,148.0,0.2,,2.2,50.0,0.6,142.0,1176.0,2.2,98.0,0.6,23.04,9.8,6.32,3.48,8.52,4.72,0.64,0.0,0.21,0.53,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.12,0.18,0.15,0.03,0.11,3.92,0.11,0.05,0.05,0.15,Vegetables and Vegetable Products
2023-04-06,,Breakfast,"Fish, mullet, striped, cooked, dry heat",4.00 x 3.0 oz,510.0,,,,,239.77,0.34,0.34,21.42,2.99,1.67,0.85,34.0,142.8,4.08,,,,105.4,0.48,,4.79,112.2,0.07,829.6,1557.2,159.12,241.4,2.99,,,,,,,16.52,214.2,4.7,3.12,4.87,,1.43,,0.5,0.61,0.32,,,0.9,2.48,3.89,6.85,7.75,2.5,3.29,84.35,3.7,0.95,2.85,4.35,Finfish and Shellfish Products
2023-04-06,,Breakfast,"Mushrooms, Cooked from Fresh","1.00 tbsp, chopped",2.73,0.0,0.0,0.05,7.8,8.88,0.01,0.03,0.43,0.21,0.01,0.0,1.75,0.0,0.39,0.78,0.0,0.0,0.58,0.05,,0.17,1.17,0.01,8.48,34.71,1.16,0.19,0.08,0.52,0.21,0.21,0.01,0.12,0.23,0.05,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.21,0.01,0.0,0.0,0.02,Vegetables and Vegetable Products
2023-04-06,,Breakfast,Morning Mix 3/23,1.00 full recipe,531.9,0.0,30.0,21.56,438.26,51.8,0.2,0.28,2.08,1.58,0.44,0.15,90.87,18.73,126.58,0.0,1.62,16.17,193.01,0.55,0.41,1.7,109.61,1.08,286.37,793.8,18.5,194.33,2.28,18.1,11.36,5.59,2.79,0.39,2.89,32.94,1.56,9.73,15.93,3.5,0.0,4.42,4.42,0.0,0.0,11.48,0.0,11.47,0.68,0.79,2.09,4.01,2.98,0.61,1.21,42.14,1.81,0.59,0.84,2.14,
2023-04-06,,Breakfast,Wonton Wrapper,"1.00 each - 3 1/2"" x 3 1/2""",23.02,0.0,0.0,2.43,17.24,2.47,0.06,0.03,0.41,0.03,0.0,0.0,12.45,0.25,0.0,0.15,0.01,0.02,1.28,0.01,,0.34,1.66,0.05,6.85,8.47,1.0,4.8,0.05,4.69,0.18,0.09,0.09,4.49,0.02,0.11,0.63,0.01,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.01,0.02,0.02,0.05,0.02,0.01,0.03,0.68,0.02,0.01,0.02,0.03,Baked Products
2023-04-06,,Breakfast,Protein Smoothie_Custom_GH,1.00 full recipe,446.9,0.0,0.0,21.56,438.26,51.8,0.2,0.28,2.08,1.58,0.44,0.15,90.87,18.73,6.58,0.0,1.62,16.17,193.01,0.55,0.41,1.7,109.61,1.08,286.37,693.8,18.5,109.33,2.28,14.1,8.36,5.59,2.79,0.39,2.89,31.94,1.56,9.73,15.93,3.5,0.0,4.42,4.42,0.0,0.0,11.48,0.0,11.47,0.53,0.64,1.46,2.76,2.33,0.56,1.11,30.64,1.46,0.57,0.81,1.51,
2023-04-06,,Breakfast,"Now, Psyllium Husk Powder",0.66 Tbsp,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supplements
2023-04-06,,Breakfast,Olive Oil,2.00 tbsp,238.68,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,16.25,0.27,0.0,0.08,0.15,0.0,0.0,0.0,0.27,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,19.7,2.84,3.73,0.04,0.21,0.21,0.0,0.0,2.64,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2023-04-06,,Breakfast,"Macadamia Nuts, Raw",13.00 each,224.12,0.0,0.0,14.07,88.11,0.61,0.4,0.05,0.83,0.25,0.09,0.0,3.69,0.0,0.4,0.0,0.18,0.0,17.76,0.15,,0.63,35.85,3.79,69.68,124.96,10.92,0.0,0.4,8.07,2.53,2.52,0.01,0.35,1.53,21.75,0.0,16.9,0.43,3.46,0.0,0.06,0.06,0.0,0.0,0.37,0.0,0.37,0.0,0.06,0.1,0.2,0.01,0.01,0.22,2.61,0.12,0.02,0.17,0.12,Nut and Seed Products
2023-04-06,,Breakfast,Green mix_Custom_GH,1.00 full recipe,178.88,0.0,0.0,76.14,421.08,0.57,0.03,0.17,1.26,0.13,0.03,0.0,14.97,0.08,0.27,0.0,2.69,0.66,48.92,0.34,,1.83,123.0,1.0,252.38,232.63,1.51,2.81,1.62,5.49,2.48,2.23,0.19,0.12,0.88,15.52,0.0,7.74,4.9,1.92,0.01,0.02,0.02,0.0,0.0,4.85,0.0,4.85,0.09,0.21,0.33,0.63,0.28,0.12,0.47,7.65,0.27,0.11,0.28,0.4,
2023-04-06,,Breakfast,"Kale, Cooked from Fresh","0.50 cup, chopped",21.24,0.0,0.0,1.0,5.9,52.99,0.04,0.08,0.27,0.1,0.04,0.0,38.35,85.99,10.5,0.0,0.95,246.91,88.5,0.04,,0.5,14.75,0.32,24.78,84.96,0.53,9.44,0.16,3.13,2.36,2.07,0.28,0.19,0.71,0.71,0.0,0.06,0.39,0.1,0.0,0.22,0.22,0.0,0.0,0.17,0.0,0.17,0.02,0.1,0.1,0.12,0.1,0.02,0.09,1.73,0.08,0.02,0.06,0.09,Vegetables and Vegetable Products
2023-04-06,,Breakfast,"Vegetable Soup, Plain, Homemade",1.00 cup,97.24,0.0,0.0,22.31,40.52,234.0,0.26,0.1,1.42,0.62,0.29,0.0,53.19,138.93,35.05,0.0,1.01,59.42,57.83,0.16,,1.05,36.0,0.35,78.24,475.07,1.82,190.42,0.55,19.24,4.29,3.22,0.99,8.29,5.14,1.72,0.0,0.34,0.92,0.27,0.01,0.16,0.16,0.0,0.0,0.67,0.0,0.67,0.04,0.07,0.12,0.18,0.17,0.04,0.12,3.12,0.12,0.04,0.08,0.15,"Soups, Sauces, and Gravies"
2023-04-06,,Breakfast,"Crab, Hardshell, Alaskan King",3.00 oz,70.59,0.0,0.0,0.09,0.0,67.78,0.02,0.08,2.34,0.85,0.13,2.83,43.37,0.85,2.81,0.0,1.56,0.26,77.39,0.69,,0.43,30.62,0.06,199.01,220.28,36.49,335.94,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.63,82.5,0.11,0.22,0.17,0.01,0.16,0.01,0.06,0.09,0.05,0.03,0.01,0.16,0.33,0.66,1.11,1.18,0.38,0.6,15.21,0.62,0.19,0.56,0.69,Finfish and Shellfish Products
2023-04-06,,Breakfast,"Peanut Butter, Unsalted",1.00 tbsp,96.43,0.0,0.0,25.64,71.43,0.2,0.02,0.03,2.11,0.18,0.07,0.0,14.03,0.0,0.0,0.0,1.47,0.05,7.9,0.07,0.11,0.28,27.09,0.27,54.02,89.98,0.66,2.74,0.4,3.6,0.81,0.76,0.0,0.57,1.69,8.28,0.0,4.18,2.02,1.66,0.01,0.0,0.0,0.0,0.0,1.97,0.0,1.97,0.04,0.09,0.1,0.25,0.11,0.04,0.19,3.58,0.08,0.04,0.13,0.13,Fats and Oils
2023-04-06,,Breakfast,"Peas, Sugar-Snap, Boiled in Unsalted Water",150.00 g,49.8,0.0,,,,132.6,0.17,0.17,0.75,,0.17,0.0,6.0,45.0,27.0,0.0,,,61.5,0.08,,0.9,28.5,0.45,63.0,195.0,,6.0,0.6,7.05,,,,1.95,5.1,0.45,0.0,,,,0.0,,,,,,,,,,,,,,,4.65,,,,,Vegetables and Vegetable Products
2023-04-07,,Breakfast,"Pico de Gallo, Fresh Red Salsa",1.00 oz,4.91,0.0,0.0,1.28,1.27,26.61,0.01,0.01,0.11,0.02,0.03,0.0,3.37,7.14,4.99,0.0,0.08,1.99,3.13,0.01,,0.07,2.47,0.03,5.34,44.86,0.03,127.37,0.04,1.09,0.26,0.21,0.05,0.0,0.63,0.04,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.2,0.01,0.0,0.0,0.0,"Soups, Sauces, and Gravies"
2023-04-07,,Breakfast,Morning Mix 3/23,1.00 full recipe,531.9,0.0,30.0,21.56,438.26,51.8,0.2,0.28,2.08,1.58,0.44,0.15,90.87,18.73,126.58,0.0,1.62,16.17,193.01,0.55,0.41,1.7,109.61,1.08,286.37,793.8,18.5,194.33,2.28,18.1,11.36,5.59,2.79,0.39,2.89,32.94,1.56,9.73,15.93,3.5,0.0,4.42,4.42,0.0,0.0,11.48,0.0,11.47,0.68,0.79,2.09,4.01,2.98,0.61,1.21,42.14,1.81,0.59,0.84,2.14,
2023-04-07,,Breakfast,"Cashews, Dry Roasted, Salted","1.00 tbsp, whole pieces",49.15,0.0,0.0,22.43,42.73,0.15,0.02,0.02,0.12,0.1,0.02,0.0,5.91,0.0,0.0,0.0,0.08,2.97,3.85,0.19,,0.51,22.26,0.07,41.96,48.38,1.0,54.8,0.48,2.8,0.26,0.24,0.02,1.61,0.43,3.97,0.0,2.34,0.67,0.78,0.0,0.01,0.01,0.0,0.0,0.66,0.0,0.66,0.02,0.03,0.06,0.11,0.07,0.02,0.07,1.31,0.05,0.02,0.04,0.09,Nut and Seed Products
2023-04-07,,Breakfast,Dried Cranberries,0.50 oz,46.07,,,,,2.24,0.0,0.0,0.08,,0.01,,,0.28,0.03,0.0,0.3,1.08,1.28,0.01,,0.06,0.57,0.03,1.13,6.95,0.09,0.71,0.01,11.69,1.06,,,0.7,9.57,0.15,0.0,0.04,0.03,0.01,0.0,0.0,0.0,,,0.02,,0.02,,,,,,,,0.02,,,,,Fruits and Fruit Juices
